movie_id,title,release_date,total_box_office,avg_ticket_price,screening_count,attendance_rate,country,overall_rating,description
357,排球少年!! 垃圾场决战,,129000000.0,,63498.0,4.881481481481482,,8.2,故事讲述了风靡十年的超人气热血IP《排球少年!!》中人气最高、最精彩绝伦的垃圾场决战。日向翔阳因为心怀成为“排球小巨人”的梦想加入了乌野高中排球部，逐渐成为独当一面的副攻手。春季高中排球比赛上，乌野高中排球部终于迎来了与音驹高中排球部的正式比赛。同为“没落的豪强”，两支队伍惺惺相惜，却从未站上过同一场正式较量的舞台。长久的纠葛终于迎来了结，一场“只有一次”的命运对决即将开幕！振翅一击吧，心怀梦想的少年们！
358,向阳·花,2025-04-04,229999999.99999997,40.0,2045251.0,1.9264705882352937,中国,6.3,"锒铛入狱，天崩开局，刑满释放女囚如何困境求生？
为给女儿购买价值20万的人工耳蜗，高月香（赵丽颖 饰）铤而走险，被判刑入狱，却因这段经历结识了黑妹（兰西雅 饰）、邓虹（啜妮 饰）、胡萍（王菊 饰）、郭爱美（程潇 饰）。她们虽然性格不同，但却都有“和生活硬碰硬”的态度，不服输、不认命的她们，面对命运挑战一路为彼此撑腰，向阳而生。"
359,蚁人2：黄蜂女现身,2018-08-24,831560000.0,36.0,,,美国/英国,7.2,"由于在“内战”中站到了美国队长一方，蚁人斯科特·朗（保罗·路德 Paul Rudd 饰）遭到了FBI的禁足惩罚。眼看离真正的自由还有几天功夫，偏偏麻烦找上门来。原来初代蚁人汉克·皮姆（迈克尔·道格拉斯 Michael Douglas 饰）通过研究发现，他的妻子黄蜂女（米歇尔·菲佛 Michelle Pfeiffer 饰）一定还活在量子领域，而斯科特是能够将妻子带回现实世界的唯一希望。不由分说，汉克的女儿霍普（伊万杰琳·莉莉 Nicole Lilly 饰）将斯科特带出房间。此后不久，他们不仅要躲避FBI的纠缠，更要提防来自神秘势力的袭击，而“幽灵”的出现更将斯科特等人带向前所未有的混乱当中。
斯科特能否顺利获得自由？初代黄蜂女是否还存活在量子领域的某处？"
360,八子,,20764000.0,,19.0,,,4.2,"上世纪30年代的赣南地区，在这个被称为中国革命“红色摇篮”的地方，曾经有这样一位母亲，她将八个儿子先后送入红军，奔赴战场前线。但战火无情，兄弟中的六人陆续牺牲，只剩下大哥杨大牛和最小的孩子满崽。满崽找到了大牛的部队，成了哥哥麾下的普通一兵，一场场艰苦战役的淬炼让新兵满崽迅速成长为一个真正的战士。最后的战斗打响了，为了掩护大部队安全撤离，杨大牛带领弟弟满崽和全体战友浴血肉搏，直至弹尽粮绝……
英雄的身前，是枪林弹雨的沙场，而在英雄的身后，家乡的村庄依然宁静安详，微风吹过金黄的稻浪簌簌作响，一位年迈的母亲正在村头的小路旁孤独的守望……
影片根据江西赣南地区家喻户晓的“八子参军”的故事改编。在战火硝烟的年代，千万人民群众投入到支援革命战争中，奉献了自己的一切。作为那个残酷年代的缩影，骨肉相连的母子情、不离不弃的兄弟情、赤胆忠心的家国情.....无数荡气回肠..."
361,直播惊魂夜,,822000.0,,14774.0,3.475409836065575,,,夜半时分直播，似乎有某种不可名状的诡异幽魂在暗中窥视，试图将方婉辰拖入无尽的黑暗，诡异的音乐响起、魅影的低语回荡、死去的怨灵发出令人毛骨悚然的警告，在这场无法终止的直播中，慢慢将她吞噬，惊魂鬼影频频飘荡，到底是谁惊扰了她？
362,三枪拍案惊奇,2009-12-10,220110000.0,33.0,,,中国,4.8,"荒漠中的麻子面馆，风情万种的老板娘（闫妮 饰）向波斯商人订购了一把左轮手枪，后者还展示了大炮的威力。炮声引来了巡逻队，老板娘跟情人李四（小沈阳 饰）将枪藏匿后，插科打诨，好饭招待，这才稳住了精明的队长（赵本山 饰）。队长的得力助手张三（孙红雷 饰）知悉老板娘与李四的暧昧关系，但未说破。原来，他跟老板（倪大红 饰）之间还有勾当。店员六暗恋店员七，二人被老板克扣工钱，同命相连，六曾试图向老板讨薪，惨遭痛骂。老板怀疑老板娘偷人，并对她动用死刑。密室中，张三告知老板真相，老板听后，怒不可遏，前去痛扁二人，被老板娘用手枪喝退。事后，老板与张三密谋买凶杀人，由此引发一场令人啼笑皆非的血案……
本片改编自科恩兄弟的电影《血迷宫》，为张艺谋继奥运会开幕式后首度执导贺岁喜剧。"
363,猎狐·行动,,88118000.0,,891484.0,7.855555555555554,,4.6,外逃7年的上海特大金融诈骗犯戴逸宸（梁朝伟 饰）现身法国巴黎，中国经侦警察叶钧（段奕宏 饰）带领“猎狐小队”跨国追赃。昔日老赖凭借国内骗取的百亿赃款跻身海外上流社会，上万百姓毕生积蓄尽毁，家破人亡……黑钱流向成谜，街头追杀、人体炸弹、恶徒设局围剿，步步紧逼！当猎手沦为猎物，猎狐小队能否逆风翻盘？
364,神鞭,,,,,,,7.2,清朝末年，天津城了出现一个恶霸地痞——玻璃花（陈宝国 饰），他无恶不作、欺行霸市。一日，卖豆腐的老实人傻二（王亚为 饰）和玻璃花较上了劲，争执中傻二甩开自己的辫子还击，玻璃花被抽得毫无还手之力，落荒而逃。不日玻璃花纠集了一伙武林高手来找傻二寻仇，憨二照样甩开自己又粗又长的还击，竟然打败了一众高手！从此“神鞭”傻二的名声传扬开来。八国联军入侵时，傻二加入了义和团，“神鞭”歼敌无数，立下了赫赫战功……
365,唐人街探案,2015-12-31,823000000.0,32.0,2378.0,,中国,7.7,天赋异禀的结巴少年秦风（刘昊然 饰）警校落榜，被姥姥遣送泰国找远房表舅——号称“唐人街第一神探”，实则猥琐的大叔唐仁（王宝强 饰）散心。不想一夜花天酒地后，唐仁沦为离奇凶案嫌疑人，不得不和秦风亡命天涯……穷追不舍的警探黄兰登（陈赫 饰）、无敌幸运的警察坤泰（肖央 饰）、穷凶极恶的匪帮三人组、高深莫测的唐人街教父、美艳风骚的老板娘阿香（佟丽娅 饰）等悉数登场！七天！唐仁、秦风必须取长补短、同仇敌忾！他们能否躲避警察追捕、匪帮追杀、黑帮围剿，在短短七天内，完成找到失落的黄金并查明真凶，为自己洗清罪名这些逆天的任务？
366,新大头儿子和小头爸爸5：我的外星朋友,,82800000.0,,1419.0,0.6772727272727272,,5.6,拥有航天梦想的大头儿子，通过一次偶然的机会与一位特别的“外星朋友”相识。大头儿子与棉花糖妹妹组队参与小小航天员计划，共同挑战四个关卡的航天任务，他们能否在比赛中获胜？“外星朋友”在关键时刻究竟是如何让落后的大头儿子队伍重拾信心？担任领航员的小头爸爸又将如何鼓励大头儿子与朋友们共同完成艰巨任务？而始终未被公开的“外星朋友”，到底来自何方？
367,人生会议,,5413000.0,,94088.0,1.4125,,,44岁卫星（肖央 饰）穿越到20岁卫星的时空，号称可以凭借时光机无限穿越，这是骗局？是梦境？还是……玩真的！面对陶希（娜扎 饰）的质疑和老对头马耀（王迅 饰）的打压，卫星通过时光机成功改命！上一秒还是没事业、没爱情、没钱的“三无中年”，下一秒就变成坐拥金山的霸总。成功人生唾手可得，这一次要拿回属于他的一切！
368,烈日灼心,,303000000.0,,11.0,,,8.3,"七年前，福建西陇发生一起惨绝人寰的灭门惨案，某别墅内一家五口同日惨死，在社会上引起极大的震动，然而此去经年，嫌疑人杨自道（郭涛 饰）、辛小丰（邓超 饰）、陈比觉（高虎 饰）却依然逍遥法外。现如今，这三个人都在厦门过活，杨当起了出租车司机，小丰加入了协警队伍，因意外变成傻子的陈则带着三人捡来的女孩尾巴栖息在亲戚的渔场中。这一天，拥有丰富办案经验的伊谷春（段奕宏 饰）调到小丰所在的队伍担任警长。伊颇为器重能力卓越的小丰，但嗅觉灵敏的他也隐隐觉出这个男子和当年的灭门惨案有所关联。在此期间，道哥在一次意外中结识了伊的妹妹小夏（王珞丹 饰）。仿佛冥冥之中有一只看不见的手，正将这三个决心重新做人的男人推向无法更改的结局……
本片根据须一瓜的长篇小说《太阳黑子》改编。"
369,百川东到海,,99000.0,,81.0,31.535000000000004,,,"暑假里，小海和爸爸独居在沙漠边缘，爸爸整日埋头耕作，让小海觉得非常无趣。为了完成暑假游记作文，小海萌生了偷溜去县城找妈妈带他采风的想法。
但只身进城的路并不顺利：交通断绝，家乡仿佛成为被遗忘之地；奇遇少年元元，逐渐掀开了小海尘封的“身份”；寻母未果，又拉扯着小海对故土的情感。这一日之内险象环生、似真似幻的经历，逐渐汇聚在小海的思绪中，成为笔下名为《百川东到海》的游记：现实中，他的脚步并未远离这片戈壁；行文里，他们一家踏上了追海逐浪之旅。
在虚实之间，小海将遗憾隐藏，编织出一个完美的幻象：如今荒芜的家园，也曾是被湖泊滋养过的丰茂之地，而爸爸孤身默默耕作的坚持，让沙漠获得了恢复波光的可能。"
370,一出好戏,2018-08-10,1355050000.0,35.0,,,中国,7.1,"名不见经传的小人物马进（黄渤 饰）远房表弟小兴（张艺兴 饰）在底层社会摸爬滚打，生活无望。由于欠下债务，马进习惯性地买了彩票，企图一夜爆富，并迎娶自己的同事姗姗（舒淇 饰）。未过多久，马进期待的好消息意外降临，然而命运却给他开了无比残酷的黑色玩笑。收到信息的时候马进所在公司正出海团建，结果一个巨浪将他们全员送到了与世隔绝的孤岛上来，生存成为最大难题。原本处于公司底层的小王（王宝强 饰）通过草根技能快速成为领军人物，而高高在上的张总（于和伟 饰）也迅速调整状态，凭借智慧成为与之抗衡的力量。
时间一分一秒流逝，一个微缩的小社会在孤岛慢慢形成……"
371,洛神,,69000.0,,15.0,14.585714285714289,,8.0,袁熙阵亡，遗留下了还与之成亲的甄宓（蔡少芬 饰），意外为曹植（马浚伟 饰）救于曹丕（陈豪 饰）的剑下。甄宓是出了名的才貌双全，更被誉为当世三大美人之一。曹操垂怜于她的美色，以是故人后代为由接到府中代为照顾，企图日久生情纳为妾室，后被聪明机智的甄宓以英雄长辈的称呼婉拒。而曹操儿子众多，尤为出众的当属长子曹丕和才子曹植。二兄弟都暗自倾心于甄宓，原本亲密无间的兄弟情谊因此渐生狭缝。而甄宓则是早为曹植的才情吸引，对曹植芳心暗许。而后的机缘错过让甄宓嫁与了后来称帝的曹丕，而痛不欲生的曹植则放任自己，更是作出千古佳作《洛神赋》来表达对甄宓的感情。但生性多疑善妒的曹丕百般刁难二人，一段佳话就此无缘，以悲剧告终…
372,哥斯拉2：怪兽之王,2019-05-31,936999999.9999999,37.0,5.0,,美国,6.2,"五年前的“旧金山事件”虽已平息，但是帝王组织对泰坦巨兽的研究从未停止。这一日，位于61号基地的巨兽摩斯拉破茧而出。艾玛·罗素博士（维拉·法米加 Vera Farmiga 饰）利用手中的声波设备与暴走的摩斯拉建立联系，可是突然闯入的雇佣兵却将一切引向不可预测的方向。原来劫走艾玛的艾伦（凯尔·钱德勒 Kyle Chandler 饰），试图借助声波设备唤醒正沉睡在冰川中的远古巨兽基多拉。另一方面，芹泽博士（渡边谦 饰）辗转找到马克（凯尔·钱德勒 Kyle Chandler 饰），希望他能一同救回马克的前妻——艾玛博士。
然而事态逐渐失控，在人类欲望的趋势下，巨兽相继苏醒，更大的灾难笼罩在地球上空……"
373,枪王之王,2010-07-02,126580000.0,32.0,,,中国香港/中国,6.7,在IPSC实战射击赛中，警员庄子维（吴彦祖 饰）打破了赛会纪录，但新纪录很快被香港基金经理关友博（古天乐 饰）改写，后者夺魁。赛后，关友博巧遇蒙面歹徒打劫解款车，解款员被歹徒打死。此时，一个交通警（连凯 饰）路过，被歹徒打伤。为救人，关友博击毙了4名劫匪，并报警。另一歹徒落荒而逃，同时4亿美元债券遭抢。交警获救，护理他的是关有博的女友（蔡卓妍 饰）。因非法持枪伤人，关友博被拘。庄子维审问时发现对方超常冷静。面对检方控诉，关友博沉着应对，结果当庭获释。女上司（李冰冰 饰）接他回家，但他对她的殷勤并不领情。关友博的账户存在资金周转问题，他正想方设法拖延还款时间。庄子维在查案中毫无头绪，于是请教老枪王（方中信 饰），从对话中，他似乎嗅到了关键性的线索……
374,江豚·风时舞,,7703000.0,,8.0,,,3.4,如果你是神，你是否会舍己，而救苍生？千百年来，江豚一族以拜风之舞，守护长江子民。现代长江生态遭受破坏，令存活千百年的江豚一族逐渐走向灭绝。江豚仙子江泠肩负着拯救族人的使命，勇敢闯入人间，但江豚一族与人类的积怨已深，江泠能否克服重重艰险成功拯救江豚，人类与江豚跨越千年的羁绊又能否续写？
375,编号17,,16200000.0,,125589.0,4.529729729729731,,6.7,"米奇·巴恩斯（罗伯特·帕丁森 饰）在地球一事无成，无奈下加入星际殖民计划，任职“消耗体”，从此开启了可以反复去世又不断重生、高危工作繁多望不到头的“宇宙牛马”死去活来打工记。某次，第17号米奇从又一危险任务死里逃生，回家后却发现自己已经被米奇18号取代了位置，一场啼笑皆非的科幻冒险黑色喜剧就此上演。
影片改编自爱德华·阿什顿的科幻小说《米奇7号》。"
376,波斯王子：时之刃,2010-05-28,159070000.0,32.0,,,美国,7.2,本片根据育碧软件公司2003年的同名电子游戏改编。十五年前，孤儿达斯坦（杰克·吉伦哈尔 Jake Gyllenhaal 饰）在市集上因英勇好战被波斯国王收养入宫。十五年后，长大成人的达斯坦随两位哥哥和叔父（本·金斯利 Ben Kingsley 饰）出征，奇袭圣城阿拉姆特，并得到国王许婚，将阿拉姆特公主塔米娜（杰玛·阿特登Gemma Arterton 饰）许配与他。达斯坦无意中得到了塔米娜公主竭尽全力保护的“时之砂”匕首，却被诬陷毒害老国王，被迫逃亡。为了洗清罪名，同时确保伟大的波斯帝国不至于沦落他手，达斯坦胁迫塔米娜公主与他一同进入了臭名昭著的“奴隶谷”，破坏了阿马尔酋长（阿尔弗雷德·莫里纳 Alfred Molina 饰）的鸵鸟大赛。在老国王的葬礼上，达斯坦终于发现了幕后凶手，而塔米娜公主也终将有关“时之砂”的秘密据实以告……
377,全城订单,,636.0,,22.0,3.3000000000000003,,,以“外卖员的生活”为主线，讲述一位外卖员原本宁静、平凡的生活，因为一场车祸变得支离破碎，又因一场灾难而重拾希望，其中夹杂着不可告人的秘密及关乎人性的抉择。
378,失控玩家,2021-08-27,612500000.0,39.0,,,美国,7.5,银行出纳员盖（瑞安·雷诺兹 饰）发现自己其实是开放世界电子游戏中的背景角色，于是决定成为英雄，并改写自己的故事。现在，在一个没有限制的世界里，他决心以自己的方式拯救他的世界，以免为时过晚。
379,前任3：再见前任,2017-12-29,1646670000.0,35.0,,,中国,5.5,一对好基友孟云（韩庚 饰）和余飞（郑恺 饰）跟女友都因为一点小事宣告分手，并且“拒绝挽回，死不认错”。两人在夜店、派对与交友软件上放飞人生第二春，大肆庆祝“黄金单身期”，从而引发了一系列好笑的故事。孟云与女友同甘共苦却难逃“五年之痒”，余飞与女友则棋逢敌手相爱相杀无绝期。然而现实的“打脸”却来得猝不及防：一对推拉纠结零往来，一对纠缠互怼全交代。两对恋人都将面对最终的选择：是再次相见？还是再也不见？
380,扫黑·决战,,405000000.0,,32.0,1.0,,6.0,该片是国内首部以“扫黑除恶”行动为题材、展现全国扫黑办督办案件的影视化作品，讲述某扫黑专案组组长宋一锐带领组员由一起征地案深入调查，突破层层阻挠，与幕后的黑恶势力展开激烈斗争，最终揭开腐败官员利用公职权力充当犯罪保护伞的虚伪面具，将犯罪分子绳之以法的故事。
381,邓恩铭（戏曲 京剧）,,14000.0,,4.0,1.7,,,1917年，邓恩铭面对贫困的生活环境和腐朽的封建思想，借求学之机告别父母，从贵州荔波投奔至济南堂叔黄泽沛处。受马克思主义的影响，邓恩铭坚定不移地走上共产主义道路，开启了在山东短暂而辉煌的革命历程。
382,射雕英雄传：侠之大者,2025-01-29,689000000.0,49.0,626318.0,10.296753246753248,中国,5.2,"恩怨情仇的江湖，权势角力的战乱时代，郭靖（肖战 饰）童年离别家乡，逐渐炼就可改变局面和命运的庞大力量。虽受高人赏识和器重，得传天下绝世武功“九阴真经”和“降龙十八掌”，却惹来各方嫉忌，成为众矢之的。
郭靖，不亢不卑，怀赤子之心，与黄蓉（庄达菲 饰）在铁骑箭雨和硝烟旌旗中，力挽狂澜，保护南宋边关。
雕海苍穹，勇者无惧，侠之大者，力拔山河，成就武林传说。
本片主要改编自金庸同名原著第34至40章。"
383,中国乒乓之绝地反击,,100000000.0,,28.0,14.02,,6.8,影片讲述在男乒被“欧洲列强”碾压的 90年代初，留洋教练戴敏佳请缨回国，带领新兵老将在天津向“列强”发起反击，拯救男乒的故事。男乒的寂寞无敌，在那传奇一夜奏响序曲。
384,钢铁意志,,103000000.0,,20.0,,,,1948年，东北，国民党残部边撤离边计划炸毁鞍钢厂区。危机时刻，“战斗英雄”赵铁池（刘烨 饰）带领共产党部队直冲腹地，殊死搏斗，摧毁了敌人的阴谋。赵铁池化身“钢铁战士”与工程师孙雪飞（韩雪 饰）、老工人孟泰（林永健 饰）、总经理程时勋（张国强 饰）一同投身复工复产。然而 ，高炉已成铁坨，厂区如同废墟，专家一致看衰，特务暗中观察，前线战况吃紧，时间日益迫近……第一炉铁水似乎成了一个不可能完成的任务……
385,小时代2：青木时代,2013-08-08,295900000.0,31.0,,,中国/中国台湾,5.1,"大学毕业将至，林萧（杨幂 饰）、南湘（郭碧婷 饰）和唐宛如（谢依霖 饰）这三个好朋友紧张备战考试，而顾里（郭采洁 饰）早已修完所有学分，轻轻松松等待出国深造时刻的到来。在这个人生和心境都面临着巨大变革和震荡的时刻，很多事情开始发生改变。刚刚完成实习的林萧和简溪（李悦铭 饰）的恋情走向穷途末路；顾里一方面与顾源（柯震东 饰）各种冷战，而她和南湘的男朋友席城（姜潮 饰）的隐秘之事也被挑明。唐宛如与卫海（杜天皓 饰）有缘无分，在一厢情愿的过程中受尽屈辱。
看似情同手足、亲密无间的好姐妹，她们的关系在顾里的生日派对当天走向崩溃……"
386,片警宝音,,250000.0,,3.0,,,6.9,"宝音是一名乌拉特牧民的儿子。作为民警，因为地域广阔，他必须骑着摩托车奔波于1672平方公里的土地上。
宝音的日常工作，除了跑遍各个厂矿企业登记流动人口、为牧民处理各种鸡毛蒜皮的小事外，还义务承担着戈壁邮递员的角色。他的生活看起来孤独、艰辛而又机械，却肩负着维护边疆稳定的重担。
这时候，一些意外事件发生了，尤其是戈壁上来了两个年轻女人。卓拉从锡盟赶来寻亲，生父却一时不愿相认，宝音的母亲希望至今单身的儿子能和卓拉好上……李红是一个汉族姑娘，和男友来到乌拉特草原，却诡异地被杀害了，凶手是谁？迟迟没有线索……此外，宝音因为工作成绩的突出，有望获得一笔特别奖励，他不禁对改善自身贫穷的生活展开了种种憧憬……
总之，平静的工作和生活被打破了，宝音变得有点忙乱不堪。最终，宝音在每件事上都作出了让人感动的选择。"
387,回廊亭,,204999999.99999997,,1.0,,,4.9,"影片根据东野圭吾畅销悬疑小说《长长的回廊》改编。回廊亭大宅中暗藏无数秘密，绝望女人为爱复仇的欲望纷争正在上演！
富商病逝，他的亲属们聚集在回廊亭等待数十亿遗产将会如何分配，众人各怀鬼胎。关键时刻，律师周扬带着遗嘱和一本神秘日记而来，更牵扯出⼀场发生在一年前的火灾凶杀案，死者是富商流落在外的私生子，更是全部遗产的第⼀顺位继承人！凶手，似乎就隐藏在众人之中……"
388,时光记忆,,306000.0,,192.0,2.4583333333333335,,,这是一部让每一个观影者回到青春时光的爱情励志影片。 刚刚大学毕业黄烨霖，宋晓芸这对小情侣，以及他们的好友小憨与王凯瑞四个青年怀揣着梦想，一起走出校门步入社会。面对社会上各色各样的压力和诱惑，他们的不同选择决定了他们不同的人生。各人经历了欺骗，痛苦，失望，悲伤，感动，欢乐，一路坎坷，最终四个小伙伴分别得到了成长，友情和爱情都得到了升华，不仅在职场上取得了不俗的成绩，还在生活中收获了满满的幸福……
389,九层妖塔,2015-09-30,682930000.0,34.0,,,中国,4.4,"1979年，昆仑山发生神秘生物骸骨，由胡八一（赵又廷 饰）率领的探险队深入昆仑山腹地，寻找有关古生物遗迹的更多秘密，却不料在这个过程中遭到不同神秘生物的轮番攻击，并意外坠入九层妖塔，除胡八一外，一行人生死成谜。
胡八一退伍后回到北京，重逢了发小王凯旋（冯粒 饰），并在神秘人（李晨 饰）与科考队（凤小岳、唐嫣、李光洁 饰）两股力量的夹缝中重新踏上了探寻未知文明的征程，途中与Shirley杨（姚晨 饰）邂逅，熟识的面孔唤醒了他身处探险队那段日子的记忆。此行凶险，在还没来得及搞清楚Shirley的真实身份之际，胡八一、Shirley、王胖子率领一行人便在王子墓、石油小镇等地遭到不明生物的轰炸，这里所发生的一切再度指向九层妖塔，而这次等待他们的，将是一个尘封已千年的未解之谜……"
390,出不去的房间,,1000000.0,,23996.0,1.1577777777777778,,,林小楠（姜贞羽 饰）为了帮助挚友陈沫（邹元清 饰）查清埋藏多年的真相，意外通过一个箱子魂穿进入了一座百年老宅。幽暗的房间、神秘的箱子、不完整的全家福、诡异的木雕，每一个房间都暗藏玄机，每一个人都心怀鬼胎。林小楠与陈沫开启极限逃生，这场生死未卜的冒险她们能否活着逃出去……
391,望道,,82036000.0,,114.0,15.23333333333333,,5.8,从日本留学归来的陈望道接下了翻译《共产党宣言》的任务，从此改变了人生轨迹；陈独秀、俞秀松、施存统、经亨颐、戴季陶、蔡慕晖等历史人物一一出场。历经时代动荡变革，友朋或牺牲或离去，陈望道面临生死抉择的考验。
392,脐带,,1701000.0,,239.0,25.175,,7.9,音乐人阿鲁斯（伊德尔 饰）因不满哥哥对患有阿茨海默症的母亲（巴德玛 饰）的照顾方式，决心带她返回草原，去寻找母亲记忆中的家。为了防止母亲走失，阿鲁斯用一根绳子系在两人腰间。似脐带一般的连接，建立起了一种奇妙的“逆位”母子情，牵引着两人向草原深处漫游。当爱由彼此羁绊化为理解和自由， 母亲终于回到心中的故乡，阿鲁斯也得到平静和爱的力量。
393,消失的木偶,,2883000.0,,16.0,2.0,,,"神秘照片女子离奇失踪，诡异木偶循声杀人, 一对年轻男女深陷走不出的阴霾之中, 逃不开死亡诅咒！阴森月夜，幽闭空间，木偶复活……昏暗走廊尽头似有亡魂归来, 究竟是来自木偶的诅咒，还是亡魂的赎罪？当真相浮出的那一刻，所有的爱恨情仇将穿越阴阳两界, 勾勒出重叠交错的鬼魅倩影，恐怖惊悚直击心脏。"
394,时间之子,2025-05-30,187000000.0,35.0,1481534.0,5.318367346938776,中国,6.3,冷面杀手十七与渔村少女千晓因神秘时轮结缘，一个想“离职”找自由，一个想“离岛”寻精彩，他们决定暂时合作成为“一日时轮搭子”，在繁华的大都会开启了一场有惊有喜的浪漫奇遇。在这个过程中，十七和千晓的关系悄悄发生着变化，从最初的冤家对头逐渐变成了默契搭档，两颗心在不经意间靠近的同时，殊不知时轮背后的秘密，也在悄然影响着两人的命运……
395,又见奈良,,5021000.0,,20.0,28.049999999999997,,7.3,电影讲述了一段跨越60年的异国无血缘母女情。年近八十的老奶奶陈慧明（吴彦姝 饰）孤身奔赴奈良，寻找失去联系的养女陈丽华。在遗孤二代小泽（英泽 饰）和退休警察一雄（國村隼 饰）的帮助下，找到了许多接触过、帮助过丽华的人们。在这个过程中，陈慧明如同亲历丽华到达日本之后的人生，她与小泽、一雄之间的关系，也在这段旅程中更加贴近了。
396,风起秋浦河,,131000.0,,3741.0,7.564,,,讲述了一对年轻人从相知到相恋，从分离到重逢的爱情故事；而他们的爷爷，一对兄弟因童年的心灵创伤而离散，又用重逢治愈的亲情故事。
397,我要当老师,,13098000.0,,3705.0,26.70224719101123,,3.6,影片立足当代校园真实生活，讲述了青年教师孙恒，在中学班主任教师高怀德以及冯院长、蒋丽、何睿等老师和同学们帮助下，从懵懂困惑、爆笑闯祸，到融入学生、克服苦难，在欢笑与坚持中，逐步实现“我要当老师”这个理想的心路历程。
398,妈妈和七天的时间,,293000.0,,29.0,5.1571428571428575,,7.1,这是一部纪念妈妈的电影，讲述20世纪90年代在中国农村七天发生的故事。故事里记载了小咸（葛文丹 饰），一个十二岁女孩对家庭和村庄的记忆。在这七天里，发生了三次死亡和两次出生。
399,摇滚诗人:未知的传奇,,1113000.0,,38229.0,3.2718749999999996,,6.5,"影片以1960年代初的纽约音乐界为背景，重现了鲍勃·迪伦插电争议的始末。
19岁的鲍勃·迪伦（提莫西·查拉梅 Timothée Chalamet 饰）背着吉他，从明尼苏达来到纽约西村，他的民谣歌曲得到了偶像的赏识和乐迷的青睐，原本寂寂无名的鲍勃迅速成为纽约民谣界炙手可热的新星。1965年的纽波特民谣音乐节上，鲍勃·迪伦首次在舞台上使用了电吉他，不仅颠覆了民谣音乐的定义，更重新书写了美国音乐的未来。
本片根据以利亚·沃尔德创作的纪实文学《迪伦要插电》改编。"
400,热辣滚烫,2024-02-10,3417000000.0,48.0,34.0,,中国,7.5,"大学毕业后仅仅工作短暂的一段时间，杜乐莹（贾玲 饰）便退回家中，宅家长达十年之久。她无所事事，拒绝和外界做过多接触，甚至和家人的关系也变得紧张起来。在和离婚回到娘家的妹妹乐丹（张小斐 饰）一次激烈的冲突后，乐莹选择离家出走，并且在烧烤店找了服务员的工作勉强维生。爱情、亲情、人生，似乎一时间均跌入了谷底，而阴差阳错间乐莹又结识了落魄的拳击教练昊坤（雷佳音 饰）。她支持着他的梦想，彼此又不得不去面对残酷的现实。人生至暗时刻，随波逐流的女孩是否决心逆流而上？
本片改编自日本电影《百元之恋》。"
401,两情若是久长时,,48000.0,,1065.0,9.743333333333334,,,网络明星丁兰来到边远小镇演出，邂逅同校毕业的方海，地位悬殊的两个人，在严寒的冬天里竟然相互产生了好感，双方历经误会、曲折，一个纯爱版的激情故事在倾情演绎……
402,非诚勿扰2,2010-12-22,328500000.0,39.0,,,中国/中国香港,6.6,"《非诚勿扰2》豆瓣官方小站：http://site.douban.com/108514/
在秦奋（葛优 饰）全然做好与笑笑（舒淇 饰）白头到老的准备之时，笑笑对秦奋的感情却仅仅止步于好感。在秦奋好友李香山（孙红雷 饰）和芒果（姚晨 饰）离婚典礼的启发下，秦奋与笑笑决定试婚。然而，好感毕竟不等同于爱情，共同生活期间，秦奋深沉的爱意 在笑笑那边却变成无形的压力， 两个最后只能分道扬镳。距离远了，感情似乎也就淡了，就在两人似乎已经忘记对方的时候，他们生活的轨迹又一次发生重合。老友李香山罹患重症，在他的人生告别会上，秦奋和笑笑再次相遇，在即将离世的老友点化下，笑笑似乎明白了婚姻的真谛……"
403,太空熊猫英雄归来,,21017000.0,,21.0,,,3.0,"翠绿星是熊猫一族们赖以生存的唯一家园，然而，近日里，这颗本来美丽的星球遭到了大肆破坏，满目疮痍即将走到寿命的尽头。对于糟糕的现状，熊猫国王无计可施只能听天由命，此时，一位名为泰隆（丁研 配音）的王子忽然现身，带来了一张神秘的羊皮卷轴。
在羊皮卷上，记载着一个名为“潘达星”的地方，这里被称为熊猫乐园，是熊猫一族不至于灭亡的唯一希望。就这样，英勇的泰隆和弟弟尚光（王亚林 配音）一同踏上了充满危机的旅途。另一边，邪恶而又贪婪的土狼王对熊猫一族恨之入骨，它派出了潘多拉（叶方 配音）、铁锤（唐泽宗 配音）和红影（王雪沁 配音）三名手下，企图将泰隆一行人彻底消灭。"
404,风味快餐车,,1513000.0,,8183.0,17.083333333333332,,,该片主要内容讲述了年轻人秦韦风为了实现自己的人生理想走上了餐饮创业之路，虽然创业初期经历了许多坎坷。但是秦韦风和他的朋友们依然凭着努力拼搏的精神克服了困难，做出了属于自己特色的美味佳肴，赢得了大家的认可。最终通过努力，创业成功，实现了自己的梦想。
